"comp","post_bugs","size","complexity","prior_changes","change_churn","prior_bugs","total","minor","major","ownership","entropy","review_rate","review_churn_rate","voters","minor_voters","major_voters","voter_ownership","self_reviews","too_quick","little_discussion","median_revspeed","mean_revspeed","median_discussion","mean_discussion","minor_wrote_no_major_revd","minor_wrote_no_owner_revd","median_voterscore","mean_voterscore","actors","minor_actors","major_actors","actor_ownership","owner_more_author","median_maxexp","mean_maxexp","median_minexp","mean_minexp","subsystem"
"qtbase.examples/widgets/widgets/wiggly",0,91,0.109890110868253,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,16,0,16,1,0,1,1,0.8,0.810093346911066,"qtbase"
"qtbase.examples/widgets/widgets/windowflags",0,278,0.201438849208116,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,10,0,10,1,0,1,1,0.8,0.822593346911066,"qtbase"
"qtbase.examples/widgets/windowcontainer",0,89,0.146067416689812,1,170,0,1,0,1,1,0,1,1,3,0,3,1,0,0,0,37.8670208396089,37.8670208396089,0.00145137880986938,0.00145137880986938,0,0,0,0,4,0,4,1,1,1,1,0.988636363636364,0.988636363636364,"qtbase"
"qtbase.examples/xml/dombookmarks",0,250,0.1320000003472,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,6,6,0,0,14,0,14,1,0,1,1,0.666666666666667,0.733486943164362,"qtbase"
"qtbase.examples/xml/htmlinfo",0,53,0.207547171306515,2,4,1,2,0,2,0.5,1,1,1,6,0,6,1,2,0,0,351.489129400476,351.489129400476,0.00230149393040864,0.00230149393040864,4,4,0,0,10,0,10,1,0,1,1,0.666666666666667,0.715811965811966,"qtbase"
"qtbase.examples/xml/rsslisting",0,146,0.157534247152374,2,8,1,1,0,1,1,1,1,1,7,0,7,1,1,0,0,154.043083556245,154.043083556245,0.00811375780718865,0.00811375780718865,6,6,0,0,16,0,16,1,0,1,1,0.666666666666667,0.763013196480938,"qtbase"
"qtbase.examples/xml/saxbookmarks",0,320,0.143750000267578,1,14,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,6,6,0,0,14,0,14,1,0,1,1,0.666666666666667,0.766801075268817,"qtbase"
"qtbase.examples/xml/streambookmarks",0,301,0.162790697952561,1,14,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,6,6,0,0,14,0,14,1,0,1,1,0.666666666666667,0.733486943164362,"qtbase"
"qtbase.examples/xml/xmlstreamlint",0,59,0.118644069290434,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.mkspecs/common/wince",0,1,0,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.722222222222222,"qtbase"
"qtbase.mkspecs/devices/linux-arm-amlogic-8726M-g++",1,36,0.166666668981481,1,4,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,7,7,0,0,13,0,13,1,0,1,1,1,0.916666666666667,"qtbase"
"qtbase.mkspecs/devices/linux-imx6-g++",1,37,0.135135137472608,2,8,0,2,0,2,0.5,0.982541866125584,1,1,11,0,11,1,0,0,0,1524.5221985273,1524.5221985273,0.125049241678156,0.125049241678156,2,2,0,0,15,0,15,1,0,1,1,0.833333333333333,0.833333333333333,"qtbase"
"qtbase.mkspecs/devices/linux-mipsel-broadcom-97425-g++",0,22,0.18181818553719,1,4,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,11,0,11,1,0,1,1,1,0.866666666666667,"qtbase"
"qtbase.mkspecs/devices/linux-rasp-pi-g++",1,193,0.145077720650219,1,4,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,13,13,0,0,12,0,12,1,0,1,1,1,0.952380952380952,"qtbase"
"qtbase.mkspecs/qnx-armv7le-qcc",0,4,0.25000001875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,10,0,10,1,0,1,1,0.833333333333333,0.833333333333333,"qtbase"
"qtbase.mkspecs/qnx-x86-qcc",0,4,0.25000001875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,10,0,10,1,0,1,1,0.833333333333333,0.833333333333333,"qtbase"
"qtbase.mkspecs/solaris-cc",0,2,0.500000024999999,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.mkspecs/solaris-cc-64",0,2,0.500000024999999,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.mkspecs/solaris-g++",0,4,0.5000000125,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.mkspecs/solaris-g++-64",0,4,0.5000000125,1,2,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.mkspecs/unsupported/android-g++",1,76,0.171052632669668,4,140,1,3,0,3,0.5,0.970503175969701,1,1,9,0,9,1,1,1,1,81.0622299244693,738.231953376869,0.0118775406504065,0.0416776768785672,2,2,0,0,12,0,12,1,0,1,1,1,0.944444444444444,"qtbase"
"qtbase.mkspecs/unsupported/integrity-ghs",0,2,0,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,7,7,0,0,11,0,11,1,0,1,1,0.666666666666667,0.781583992331656,"qtbase"
"qtbase.mkspecs/unsupported/qnx-X11-g++",0,8,0.250000009375,1,2,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,2,2,0,0,12,0,12,1,0,1,1,0.666666666666667,0.777777777777778,"qtbase"
"qtbase.mkspecs/unsupported/win32-msvc2003",0,1,0,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.722222222222222,"qtbase"
"qtbase.mkspecs/win32-g++",0,12,0,2,22,0,2,0,2,0.5,1,1,1,7,0,7,1,2,1,0,17.5165274403727,17.5165274403727,0.000149987194980893,0.000149987194980893,5,5,0,0,12,0,12,1,0,1,1,0.666666666666667,0.744047619047619,"qtbase"
"qtbase.mkspecs/win32-msvc2005",0,1,0,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,6,6,0,0,11,0,11,1,0,1,1,0.666666666666667,0.753582986592695,"qtbase"
"qtbase.qmake",6,1335,0.247191011292345,12,91,0,4,0,4,0.583333333333333,0.970886797550095,0.916666666666667,0.956043956043956,9,0,9,1,2,0,2,2963.70833333333,2806.71254001842,0.0714285714285714,0.124883930995605,166,166,0,0,52,45,7,0.989583333333333,0,0.989583333333333,0.991665884263652,0.989583333333333,0.979056023468734,"qtbase"
"qtbase.qmake/generators",1,5163,0.260507456919223,18,190,4,10,0,10,0.5,0.959154364915051,0.944444444444444,0.984210526315789,14,8,6,1,4,1,3,1084.38333333333,10226.4437573945,0.0769230769230769,0.151932439005336,95,101,0,0.00299145299145299,56,48,8,0.992647058823529,0,0.992647058823529,0.994051721732336,0.992647058823529,0.97746480531175,"qtbase"
"qtbase.qmake/generators/integrity",3,353,0.12747875378825,2,8,0,2,0,2,0.5,1,1,1,7,0,7,1,1,0,1,292.462102373449,292.462102373449,0.0937992416781564,0.0937992416781564,14,14,0,0,20,0,20,1,0,1,1,0.992647058823529,0.899430374001452,"qtbase"
"qtbase.qmake/generators/mac",7,1535,0.237133550538297,16,690,4,4,0,4,0.6875,0.969103215564132,0.9375,0.995652173913044,13,3,10,1,2,1,6,748.63,4292.44545250586,0.0694444444444444,0.143694944945898,21,21,0,0.0283018867924528,27,10,17,1,0,1,1,1,0.965808141132797,"qtbase"
"qtbase.qmake/generators/unix",4,2028,0.272189349148314,12,120,0,7,0,7,0.333333333333333,0.984904038473985,1,1,12,0,12,1,4,1,2,463.972569444444,6187.30583596986,0.0732323232323232,0.11294110737926,40,40,0,0,30,21,9,1,0,1,1,1,0.969376937713213,"qtbase"
"qtbase.qmake/generators/win32",12,8365,0.215540944420615,38,429,12,11,6,5,0.605263157894737,0.975029322397857,1,1,19,15,4,1,12,1,4,754.320075757576,6495.59884314042,0.130681818181818,0.247876548406189,100,104,0,0.00317908866125044,55,47,8,0.993548387096774,0,0.993548387096774,0.994380853277836,0.993548387096774,0.980021580663555,"qtbase"
"qtbase.qmake/library",4,4933,0.311575106440065,30,377,1,10,6,4,0.566666666666667,0.943024451391255,0.758620689655172,0.738544474393531,20,14,6,1,7,0,3,1238.25200534759,1740.27793655184,0.0811688311688312,0.118126665227803,20,27,0,0.0104761904761905,25,18,7,1,0,1,1,1,0.991883921238103,"qtbase"
"qtbase.src/3rdparty/angle/include/EGL",0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,5,1,1,1,1,0.992592592592593,0.992592592592593,"qtbase"
"qtbase.src/3rdparty/angle/include/GLES2",0,290,0,1,46,0,1,0,1,1,1,1,1,5,0,5,1,1,1,0,0.786936115864395,0.786936115864395,1.8156954024821e-05,1.8156954024821e-05,1,1,0,0,9,0,9,1,0,1,1,0.992592592592593,0.992592592592593,"qtbase"
"qtbase.src/3rdparty/angle/include/GLSLANG",0,134,0,1,103,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,0.786936115864395,0.786936115864395,1.8156954024821e-05,1.8156954024821e-05,1,1,0,0,9,0,9,1,0,1,1,0.992592592592593,0.992592592592593,"qtbase"
"qtbase.src/3rdparty/angle/include/KHR",0,20,0,2,10,2,2,0,2,0.5,0,1,1,6,0,6,1,0,0,0,3722.21469716919,3722.21469716919,0.0768049155145929,0.0768049155145929,1,1,0,0,9,0,9,1,0,1,1,1,0.997530864197531,"qtbase"
"qtbase.src/3rdparty/angle/src/common",0,150,0.28000000048,1,82,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,0.786936115864395,0.786936115864395,1.8156954024821e-05,1.8156954024821e-05,1,1,0,0,9,0,9,1,0,1,1,0.992592592592593,0.992592592592593,"qtbase"
"qtbase.src/3rdparty/angle/src/compiler",0,12353,0.292479559626872,1,2181,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,0.786936115864395,0.786936115864395,1.8156954024821e-05,1.8156954024821e-05,1,1,0,0,9,0,9,1,0,1,1,0.992592592592593,0.992592592592593,"qtbase"
"qtbase.src/3rdparty/angle/src/compiler/depgraph",0,583,0.267581475254274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,5,1,1,1,1,0.992592592592593,0.992592592592593,"qtbase"
"qtbase.src/3rdparty/angle/src/compiler/preprocessor",0,1831,0.169306389996215,1,6966,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,0.786936115864395,0.786936115864395,1.8156954024821e-05,1.8156954024821e-05,1,1,0,0,9,0,9,1,0,1,1,0.992592592592593,0.992592592592593,"qtbase"
"qtbase.src/3rdparty/angle/src/compiler/timing",0,132,0.151515152157943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,5,1,1,1,1,0.992592592592593,0.992592592592593,"qtbase"
"qtbase.src/3rdparty/angle/src/libEGL",1,2315,0.238444924438944,3,2013,1,2,0,2,0.666666666666667,0.983705522874836,1,1,7,0,7,1,0,1,0,338.090909090909,2278.54799141301,0.010752688172043,0.0301054332238408,5,5,0,0,17,0,17,1,0,1,1,1,0.998148148148148,"qtbase"
"qtbase.src/3rdparty/angle/src/libGLESv2",0,18696,0.181482670094237,3,14289,1,3,0,3,0.333333333333333,0.997278495582142,1,1,7,0,7,1,1,1,0,3750.25,3415.93435504937,0.010752688172043,0.170256948375356,2,2,0,0,11,0,11,1,0,1,1,0.996296296296296,0.996296296296296,"qtbase"
"qtbase.src/3rdparty/angle/src/libGLESv2/renderer",3,16440,0.219403892948787,3,21757,0,1,0,1,1,0.994721958184019,1,1,5,0,5,1,0,2,0,3.2,114.025948402258,0.04,0.0398545371664931,0,0,0,0,8,0,8,1,0,1,1,1,0.997530864197531,"qtbase"
"qtbase.src/3rdparty/angle/src/third_party/compiler",0,75,0.240000001013333,1,168,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,0.786936115864395,0.786936115864395,1.8156954024821e-05,1.8156954024821e-05,0,0,0,0,6,0,6,1,1,1,1,0.992592592592593,0.992592592592593,"qtbase"
"qtbase.src/3rdparty/angle/src/third_party/murmurhash",0,191,0.235602094641046,1,371,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,0.786936115864395,0.786936115864395,1.8156954024821e-05,1.8156954024821e-05,0,0,0,0,6,0,6,1,1,1,1,0.992592592592593,0.992592592592593,"qtbase"
"qtbase.src/3rdparty/atspi2/atspi",0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,4,1,0,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/des",0,236,0.0423728817617064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtbase"
"qtbase.src/3rdparty/easing",0,304,0.289473684444252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtbase"
"qtbase.src/3rdparty/freetype/builds/amiga/src/base",0,233,0.137339056164232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtbase"
"qtbase.src/3rdparty/freetype/builds/mac",0,574,0.148083623841797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtbase"
"qtbase.src/3rdparty/freetype/builds/unix",0,154,0.123376623945859,2,16,0,1,0,1,1,1,1,1,5,0,5,1,1,1,0,811.184678683386,811.184678683386,0.0143416927899687,0.0143416927899687,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/builds/vms",0,110,0.109090909900826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtbase"
"qtbase.src/3rdparty/freetype/devel",0,2,0,1,50,0,1,0,1,1,1,1,1,5,0,5,1,1,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/include/freetype",0,1961,0.00356960739400461,1,239,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/include/freetype/config",0,44,0.0227272749483471,2,74,0,1,0,1,1,0.969570350190125,1,1,5,0,5,1,1,1,0,811.184678683386,811.184678683386,0.0143416927899687,0.0143416927899687,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/include/freetype/internal",0,1606,0.00062266506845438,1,1316,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/include/freetype/internal/services",0,287,0.0627177703614224,1,241,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/autofit",0,4709,0.163941388847655,1,735,0,1,0,1,1,1,1,1,5,0,5,1,1,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/base",0,8999,0.175130570072507,2,986,0,1,0,1,1,0.994193108400909,1,1,5,0,5,1,2,1,0,811.184678683386,811.184678683386,0.0143416927899687,0.0143416927899687,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/bdf",0,2387,0.15626309178231,1,156,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/cache",0,2084,0.149712092171319,1,277,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/cff",0,4947,0.15463917527482,1,936,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/cid",0,1263,0.133808392784338,1,97,0,1,0,1,1,1,1,1,5,0,5,1,1,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/gxvalid",0,5252,0.180312262011037,1,194,0,1,0,1,1,1,1,1,5,0,5,1,1,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/gzip",0,1389,0.182865370829167,2,64,0,1,0,1,1,0.982802237227581,1,1,5,0,5,1,0,1,0,811.184678683386,811.184678683386,0.0143416927899687,0.0143416927899687,1,1,0,0,8,0,8,1,0,1,1,1,0.997530864197531,"qtbase"
"qtbase.src/3rdparty/freetype/src/lzw",0,311,0.144694534037076,1,29,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/otvalid",0,2483,0.186467982312265,1,79,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/pcf",0,1440,0.155555555614198,1,153,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/pfr",0,2554,0.178543461269438,1,64,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/psaux",0,3331,0.164815370784605,1,464,0,1,0,1,1,1,1,1,5,0,5,1,1,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/pshinter",0,2776,0.155259366024666,1,255,0,1,0,1,1,1,1,1,5,0,5,1,1,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/psnames",0,530,0,1,207,0,1,0,1,1,1,1,1,5,0,5,1,1,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/raster",0,1844,0.159436008722373,1,793,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/sfnt",0,2966,0.169925826056307,1,1228,0,1,0,1,1,1,1,1,5,0,5,1,1,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/smooth",0,1276,0.147335423264315,1,358,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/tools",0,6188,0.018261150629957,1,120,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/tools/docmaker",0,2063,0,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/tools/ftrandom",0,481,0.180873181043477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtbase"
"qtbase.src/3rdparty/freetype/src/truetype",0,1758,0.121160409606305,2,791,0,1,0,1,1,0.982972182411447,1,1,5,0,5,1,0,1,0,811.184678683386,811.184678683386,0.0143416927899687,0.0143416927899687,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/type1",0,2910,0.146735395218325,1,228,0,1,0,1,1,1,1,1,5,0,5,1,1,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/type42",0,1380,0.139130434844991,1,52,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/freetype/src/winfonts",0,872,0.119266055146873,1,14,0,1,0,1,1,1,1,1,5,0,5,1,0,1,0,14.5563703537841,14.5563703537841,0.000111957008508733,0.000111957008508733,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/harfbuzz/src",0,15938,0.204228886941873,6,118,4,4,0,4,0.333333333333333,1,1,1,10,0,10,1,1,0,0,3391.715625,8942.31375634671,0.04375,0.165352062040867,29,29,0,0.0277777777777778,28,18,10,0.979591836734694,0,0.979591836734694,0.981311027223846,0.979591836734694,0.947304264847926,"qtbase"
"qtbase.src/3rdparty/iaccessible2/generated/amd64",0,913,0.0153340636346841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,1,1,1,1,0.994082840236686,0.994082840236686,"qtbase"
"qtbase.src/3rdparty/iaccessible2/generated/x86",0,9115,0.00460778936912114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,1,1,1,1,0.994082840236686,0.994082840236686,"qtbase"
"qtbase.src/3rdparty/libjpeg",0,10714,0.17397797275365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,4,1,1,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/libpng",0,16177,0.263336836253549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,7,0,7,1,0,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/md4",0,164,0.0609756103286734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtbase"
"qtbase.src/3rdparty/md5",0,164,0.0670731713005651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,5,1,0,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/pcre",0,11237,0.333540980694727,2,15721,0,2,0,2,0.5,1,1,1,8,0,8,1,0,1,0,2.71568523022481,2.71568523022481,3.84644972690207e-05,3.84644972690207e-05,3,3,0,0.0833333333333333,14,0,14,1,0,1,1,1,0.996605566870333,"qtbase"
"qtbase.src/3rdparty/pcre/sljit",0,10281,0.343449080835099,3,10310,1,2,0,2,0.666666666666667,0.993003529079608,1,1,9,0,9,1,1,1,0,510.160714285714,1853.13241094976,0.125,0.089298535784804,1,1,0.333333333333333,0.333333333333333,15,0,15,1,0,1,1,1,1,"qtbase"
"qtbase.src/3rdparty/pixman",0,2368,0.00126689193406812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"qtbase"
"qtbase.src/3rdparty/rfc6234",0,600,0.128333333478611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,5,1,1,1,1,0.989051094890511,0.989051094890511,"qtbase"
"qtbase.src/3rdparty/sha1",0,151,0.112582782044647,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,3,3,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.src/3rdparty/sha3",0,496,0.260080645310468,4,1921,1,2,0,2,0.5,0.984045750353217,1,1,4,0,4,1,2,1,1,2271.78449787127,2712.79353589586,0.0326274104683196,0.099806579090786,0,0,0.5,0.375,4,0,4,1,0,1,1,0.994525547445255,0.992160732906301,"qtbase"
"qtbase.src/3rdparty/sqlite",1,55714,0.233890943031852,5,65225,1,2,0,2,0.6,0.996304982019897,1,1,9,0,9,1,0,2,0,67.85,2479.12320342479,0.0833333333333333,0.116729353799125,5,5,0,0.0909090909090909,19,0,19,1,0,1,1,1,1,"qtbase"
